Sentences,Sentiment Value,NLTK Prediction,Watson Prediction
Cooked to perfection and the service was impeccable.,1,0.5719,0.993384
This one is simply a disappointment.,0,-0.5106,-0.978705
"Overall, I was very disappointed with the quality of food at Bouchon.",0,-0.5256,-0.945701
I don't have to be an accountant to know I'm getting screwed!,0,-0.5411,-0.890486
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,0.6249,0.838325
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,0,0.723861
Left very frustrated.,0,-0.5709,-0.970588
I'll definitely be in soon again.,1,0.4019,0.510284
Food was really good and I got full petty fast.,1,0.3384,0.555099
Service was fantastic.,1,0.5574,0.975672
TOTAL WASTE OF TIME.,0,-0.4215,-0.93325
I don't know what kind it is but they have the best iced tea.,1,0.7106,0.557247
"Come hungry, leave happy and stuffed!",1,0.5848,0.392384
"For service, I give them no stars.",0,-0.296,0
I can assure you that you won't be disappointed.,1,0.6065,0.610724
I can take a little bad service but the food sucks.,0,-0.6546,-0.934352
Gave up trying to eat any of the crust (teeth still sore).,0,0,-0.908717
But now I was completely grossed out.,0,-0.1761,0
I really enjoyed eating here.,1,0.5563,0.994796
First time going but I think I will quickly become a regular.,1,0,0.637901
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,0.7351,0.532755
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,0.6865,0.985745
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,0,-0.822334
"Furthermore, you can't even find hours of operation on the website!",0,0,-0.870748
We've tried to like this place but after 10+ times I think we're done with them.,0,0.1901,0.483876
What a mistake that was!,0,-0.4003,-0.898098
No complaints!,1,-0.636,-2
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,0.296,0.987658
Waiter was a jerk.,0,-0.34,-0.812744
"Strike 2, who wants to be rushed.",0,-0.128,-0.661904
These are the nicest restaurant owners I've ever come across.,1,0.4939,0.942359
I never come again.,0,0,-0.889796
We loved the biscuits!!!,1,0.6981,0.940451
Service is quick and friendly.,1,0.4939,0.952002
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,0,0.306688
So absolutley fantastic.,1,0.5965,0.971815
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,0.1779,-0.908524
definitely will come back here again.,1,0.4019,0
I like Steiners because it's dark and it feels like a bar.,1,0.6124,-0.831579
Wow very spicy but delicious.,1,0.8336,0.596421
"If you're not familiar, check it out.",1,0,0
I'll take my business dinner dollars elsewhere.,0,0,0.683782
I'd love to go back.,1,0.6369,0.792285
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,0.5719,0.982318
Nothing special.,0,-0.3089,-0.813407
Each day of the week they have a different deal and it's all so delicious!,1,0.7213,0.976912
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,0.6239,0.432802
Will not be back.,0,0,-0.474821
Sauce was tasteless.,0,0,-0.816878
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,0.7414,0.954329
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,0.8519,0.999069
I don't think we'll be going back anytime soon.,0,0,-0.813906
Food was so gooodd.,1,0,0.870332
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,0,-0.327707
I was so insulted.,0,-0.5563,-0.921641
The last 3 times I had lunch here has been bad.,0,-0.5423,-0.833492
The chicken wings contained the driest chicken meat I have ever eaten.,0,0,-0.307468
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,0.9162,0.999896
Nargile - I think you are great.,1,0.6249,0.955549
Best tater tots in the southwest.,1,0.6369,0.965562
We loved the place.,1,0.5994,0.934333
Definitely not worth the $3 I paid.,0,0.2579,-0.961871
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,0.4019,0.871983
Im in AZ all the time and now have my new spot.,1,0,0.475348
The manager was the worst.,0,-0.6249,-0.922151
The inside is really quite nice and very clean.,1,0.748,0.990364
The food was outstanding and the prices were very reasonable.,1,0.6124,0.989468
I don't think I'll be running back to Carly's anytime soon for food.,0,0,-0.712417
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,0,-0.929155
"Love the margaritas, too!",1,0.6696,0.982205
This was my first and only Vegas buffet and it did not disappoint.,1,0.3089,0.702373
"Very good, though!",1,0.54,0.994331
The one down note is the ventilation could use some upgrading.,0,0,0
Great pork sandwich.,1,0.6249,0.967895
Don't waste your time here.,0,0.3252,-0.690137
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,0,-0.902751
"Third, the cheese on my friend's burger was cold.",0,0,0
We enjoy their pizza and brunch.,1,0.4939,0.910112
The steaks are all well trimmed and also perfectly cooked.,1,0.743,0.977442
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,0.5719,0.948046
I LOVED it!,1,0.7118,0.974009
We asked for the bill to leave without eating and they didn't bring that either.,0,-0.0516,-0.724208
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,0.6486,0.724199
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,0.1672,-0.752816
The selection of food was not the best.,0,-0.5216,0.566427
Delicious and I will absolutely be back!,1,0.6114,0.97671
"This isn't a small family restaurant, this is a fine dining establishment.",1,0.2023,0.804456
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,0.4215,0.939353
I dont think I will be back for a very long time.,0,0,-0.70972
"It was attached to a gas station, and that is rarely a good sign.",0,-0.3412,0
How awesome is that.,1,0.6249,0.893547
I will be back many times soon.,1,0,0.36233
The menu had so much good stuff on it i could not decide!,1,0.5378,-0.425197
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,-0.8402,-0.989013
CONCLUSION: Very filling meals.,1,0,0.735724
Their daily specials are always a hit with my group.,1,0,0
And then tragedy struck.,0,-0.7506,-0.542431
The pancake was also really good and pretty large at that.,1,0.7688,0.962625
"This was my first crawfish experience, and it was delicious!",1,0.6114,0.980517
Their monster chicken fried steak and eggs is my all time favorite.,1,0.4588,0.89597
Waitress was sweet and funny.,1,0.7096,0.981046
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,0.8313,0.93736
"I'd rather eat airline food, seriously.",0,-0.1779,0
Cant say enough good things about this place.,1,-0.3412,-0.641717
The ambiance was incredible.,1,0,0.968103
The waitress and manager are so friendly.,1,0.6269,0.935513
I would not recommend this place.,0,-0.2755,-0.916574
Overall I wasn't very impressed with Noca.,0,-0.4158,-0.845576
My gyro was basically lettuce only.,0,0,-0.456495
Terrible service!,0,-0.5255,-0.957997
Thoroughly disappointed!,0,-0.5697,-0.99853
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,0.7783,0.380444
"Give it a try, you will be happy you did.",1,0.5719,0.962657
By far the BEST cheesecurds we have ever had!,1,0.7371,0.949812
Reasonably priced also!,1,0,0.967311
Everything was perfect the night we were in.,1,0.5719,0.952771
The food is very good for your typical bar food.,1,0.4927,0.56632
it was a drive to get there.,0,0,0
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,0.91,0.99801
"Anyway, I do not think i will go back there.",0,0,-0.482259
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,0.3724,-0.778278
"Oh this is such a thing of beauty, this restaurant.",1,0.5859,0.914485
If you haven't gone here GO NOW!,1,0,-0.751871
"A greasy, unhealthy meal.",0,-0.5267,-0.636842
first time there and might just be the last.,0,0,0.502775
Those burgers were amazing.,1,0.5859,0.953881
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,0.0516,-0.894938
And it was way to expensive.,0,0,0
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,-0.3818,-0.687518
This was my first time and I can't wait until the next.,1,0,0.752288
The bartender was also nice.,1,0.4215,0.900709
Everything was good and tasty!,1,0.4926,0.995246
This place is two thumbs up....way up.,1,0,0.672605
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,0.6369,0.867024
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,0.8979,0.970547
Terrible management.,0,-0.4767,-0.913035
An excellent new restaurant by an experienced Frenchman.,1,0.5719,0.981752
If there were zero stars I would give it zero stars.,0,0,0
"Great steak, great sides, great wine, amazing desserts.",1,0.9524,0.998412
Worst martini ever!,0,-0.6588,-0.975317
The steak and the shrimp are in my opinion the best entrees at GC.,1,0.6369,0.961485
I had the opportunity today to sample your amazing pizzas!,1,0.784,0.941873
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,0,-0.546068
The yellowtail carpaccio was melt in your mouth fresh.,1,0.3182,0.849098
I won't try going back there even if it's empty.,0,-0.2023,-0.760022
"No, I'm going to eat the potato that I found some strangers hair in it.",0,-0.296,0.599661
Just spicy enough.. Perfect actually.,1,0.5719,0.889278
Last night was my second time dining here and I was so happy I decided to go back!,1,0.7213,0.984016
"not even a ""hello, we will be right with you.""",0,0,0.44728
The desserts were a bit strange.,0,-0.2023,0.449376
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,0.4927,0.708295
"I really do recommend this place, you can go wrong with this donut place!",1,-0.1565,0.776494
Nice ambiance.,1,0.4215,-2
I would recommend saving room for this!,1,0.4199,0.867343
I guess maybe we went on an off night but it was disgraceful.,0,0,-0.737707
"However, my recent experience at this particular location was not so good.",0,-0.464,-0.584698
"I know this is not like the other restaurants at all, something is very off here!",0,-0.3404,-0.84082
AVOID THIS ESTABLISHMENT!,0,-0.3595,-0.88804
I think this restaurant suffers from not trying hard enough.,0,-0.4222,-0.815304
All of the tapas dishes were delicious!,1,0.6114,0.991157
I *heart* this place.,1,0,0.908989
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,0,-0.92662
After two I felt disgusting.,0,-0.5267,-0.981027
A good time!,1,0.4926,-2
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,0.6369,0.777049
Generous portions and great taste.,1,0.8126,0.974014
I will never go back to this place and will never ever recommended this place to anyone!,0,-0.2225,-0.505588
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,0,-0.674488
Food was delicious!,1,0.6114,0.973144
AN HOUR... seriously?,0,-0.1779,-0.871525
I consider this theft.,0,0,0
Eew... This location needs a complete overhaul.,0,0,-0.932104
We recently witnessed her poor quality of management towards other guests as well.,0,-0.25,-0.796465
Waited and waited and waited.,0,0,-0.738418
"He also came back to check on us regularly, excellent service.",1,0.5719,0.963732
Our server was super nice and checked on us many times.,1,0.7717,0.930886
"The pizza tasted old, super chewy in not a good way.",0,0.3599,-0.709592
I swung in to give them a try but was deeply disappointed.,0,-0.6798,-0.975514
Service was good and the company was better!,1,0.7263,0.97465
The staff are also very friendly and efficient.,1,0.762,0.986457
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,0.6249,0.975095
Boy was that sucker dry!!.,0,-0.6103,-0.710075
Over rated.,0,0,0
"If you look for authentic Thai food, go else where.",0,0,0.566401
Their steaks are 100% recommended!,1,0.2714,0.89817
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,0,-0.924873
Great food and great service in a clean and friendly setting.,1,0.9337,0.994913
"All in all, I can assure you I'll be back.",1,0.34,0.895358
I hate those things as much as cheap quality black olives.,0,-0.5719,-0.936345
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,0.8402,0.997128
The kids play area is NASTY!,0,-0.4981,-0.817725
Great place fo take out or eat in.,1,0.6249,0.814705
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,0.7845,0.962843
OMG I felt like I had never eaten Thai food until this dish.,1,0.3612,-0.9555
"It was extremely ""crumby"" and pretty tasteless.",0,0.5367,-0.830701
It was a pale color instead of nice and char and has NO flavor.,0,-0.0343,0
The croutons also taste homemade which is an extra plus.,1,0,0.832169
I got home to see the driest damn wings ever!,0,-0.4574,0.590651
It'll be a regular stop on my trips to Phoenix!,1,-0.3595,0.462331
I really enjoyed Crema Caf� before they expanded; I even told friends they had the BEST breakfast.,1,0.9123,0.998813
Not good for the money.,0,-0.3412,-0.958783
I miss it and wish they had one in Philadelphia!,1,0.3382,-0.879053
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,0,-0.438013
They also have the best cheese crisp in town.,1,0.6369,0.904728
"Good value, great food, great service.",1,0.926,0.990944
Couldn't ask for a more satisfying meal.,1,0.5095,-0.358298
The food is good.,1,0.4404,0.968414
It was awesome.,1,0.6249,0.98159
I just wanted to leave.,0,-0.0516,-0.692299
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,0.4303,-0.970202
I will not be eating there again.,0,0,-0.668686
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,-0.5242,-0.966445
I checked out this place a couple years ago and was not impressed.,0,-0.3724,-0.96097
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,0.5994,-0.848725
"Sorry, I will not be getting food from here anytime soon :(",0,-0.4939,-0.983005
An absolute must visit!,1,0,0.917816
The cow tongue and cheek tacos are amazing.,1,0.5859,0.929412
My friend did not like his Bloody Mary.,0,0.5417,-0.931542
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,0.0762,-0.302847
They really want to make your experience a good one.,1,0.5413,0.898415
I will not return.,0,0,-0.670741
I had the chicken Pho and it tasted very bland.,0,0,-0.97006
Very disappointing!!!,0,-0.6563,-0.999357
The grilled chicken was so tender and yellow from the saffron seasoning.,1,0,0.694988
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,-0.0286,-0.767202
Pretty awesome place.,1,0.8074,0.986965
Ambience is perfect.,1,0.5719,0.969239
Best of luck to the rude and non-customer service focused new management.,0,0.7783,0.602149
Any grandmother can make a roasted chicken better than this one.,0,0.4404,0.378924
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,-0.3182,-0.872965
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,0.915,0.999022
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,0.6588,-0.518969
The roast beef sandwich tasted really good!,1,0.54,0.978008
"Same evening, him and I are both drastically sick.",0,-0.5106,-0.859047
High-quality chicken on the chicken Caesar salad.,1,0,0.711693
Ordered burger rare came in we'll done.,0,0,0.964448
We were promptly greeted and seated.,1,0.2732,0.92751
Tried to go here for lunch and it was a madhouse.,0,0,-0.628431
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,-0.2846,0.82271
"After waiting an hour and being seated, I was not in the greatest of moods.",0,-0.5216,-0.764244
This is a good joint.,1,0.4404,0.976173
The Macarons here are insanely good.,1,0.4404,0.978494
I'm not eating here!,0,0,-0.878122
"Our waiter was very attentive, friendly, and informative.",1,0.539,0.978916
Maybe if they weren't cold they would have been somewhat edible.,0,0,0
This place has a lot of promise but fails to deliver.,0,-0.4678,-0.434114
Very bad Experience!,0,-0.623,-0.96141
What a mistake.,0,-0.34,-0.904595
Food was average at best.,0,0.6369,0
Great food.,1,0.6249,0.970378
We won't be going back anytime soon!,0,0,-0.776773
Very Very Disappointed ordered the $35 Big Bay Plater.,0,-0.5678,-0.884068
Great place to relax and have an awesome burger and beer.,1,0.9022,0.987339
It is PERFECT for a sit-down family meal or get together with a few friends.,1,0.8192,0.863098
"Not much flavor to them, and very poorly constructed.",0,0,-0.79753
The patio seating was very comfortable.,1,0.5563,0.980125
The fried rice was dry as well.,0,0.2732,0
Hands down my favorite Italian restaurant!,1,0.5093,0.858108
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,0.0688,0.352613
It was just not a fun experience.,1,-0.4023,-0.802291
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,0.8658,0.918973
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,0.7088,0.984523
"Very convenient, since we were staying at the MGM!",1,0,0.900928
The owners are super friendly and the staff is courteous.,1,0.886,0.984271
Both great!,1,0.6588,0.978699
Eclectic selection.,1,0,0
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,0.8402,0.899248
The staff was very attentive.,1,0,0.976941
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,0.5106,0.867309
"The owner used to work at Nobu, so this place is really similar for half the price.",1,0,0
Google mediocre and I imagine Smashburger will pop up.,0,0,-0.8838
dont go here.,0,0,-0.71655
I promise they won't disappoint.,1,0.5511,0.688564
As a sushi lover avoid this place by all means.,0,0.3818,-0.547382
What a great double cheeseburger!,1,0.6588,0.962041
Awesome service and food.,1,0.6249,0.967081
A fantastic neighborhood gem !!!,1,0.6679,0.99912
I can't wait to go back.,1,0,0.578216
The plantains were the worst I've ever tasted.,0,-0.6249,-0.914582
It's a great place and I highly recommend it.,1,0.7841,0.998839
Service was slow and not attentive.,0,0,-0.959389
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,0.34,0.850382
Your staff spends more time talking to themselves than me.,0,0,-0.793085
Dessert: Panna Cotta was amazing.,1,0.5859,0.953616
"Very good food, great atmosphere.1",1,0.8204,0.99021
Damn good steak.,1,0.0516,0.943538
Total brunch fail.,0,-0.5423,-0.930239
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,0.4767,0.815704
"The decor is nice, and the piano music soundtrack is pleasant.",1,0.7269,0.982926
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,0.6696,0.995175
"Good food , good service .",1,0.7003,0.970196
It was absolutely amazing.,1,0.624,0.982674
"I probably won't be back, to be honest.",0,0.5106,-0.492322
will definitely be back!,1,0.4574,0.656488
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,0.7003,0.912733
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,0.7783,0.996237
Went for lunch - service was slow.,0,0,-0.789883
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,-0.4118,-0.442379
I was mortified.,0,0,-0.72132
"Needless to say, we will never be back here again.",0,0,-0.86646
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,0.3182,-0.618452
"The chips that came out were dripping with grease, and mostly not edible.",0,0,-0.665757
I wasn't really impressed with Strip Steak.,0,-0.4158,0.377924
Have been going since 2007 and every meal has been awesome!!,1,0.6892,0.971619
Our server was very nice and attentive as were the other serving staff.,1,0.4754,0.952027
The cashier was friendly and even brought the food out to me.,1,0.4939,0.877681
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,0.6369,0.852969
The atmosphere here is fun.,1,0.5106,0.970714
Would not recommend to others.,0,-0.2755,-0.868336
"Service is quick and even ""to go"" orders are just like we like it!",1,0.6476,0.943008
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,-0.6783,-0.927274
"That said, our mouths and bellies were still quite pleased.",1,0.4927,0.962246
Not my thing.,0,0,-0.686221
2 Thumbs Up!!,1,0,0.877053
If you are reading this please don't go there.,0,0.3869,-0.579439
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,0.5994,0.994114
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,0.9205,0.98238
They have a really nice atmosphere.,1,0.4754,0.968661
Tonight I had the Elk Filet special...and it sucked.,0,-0.4588,-0.771316
"After one bite, I was hooked.",1,0,0.628998
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,-0.4767,-0.976562
"Cute, quaint, simple, honest.",1,0.743,0.991391
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,0.765,0.988669
"The food was great as always, compliments to the chef.",1,0.7783,0.97786
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,0.9001,0.90803
Awesome selection of beer.,1,0.6249,0.977432
Great food and awesome service!,1,0.8588,0.995115
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,0.6705,-0.460152
A FLY was in my apple juice.. A FLY!!!!!!!!,0,0,0.769368
The Han Nan Chicken was also very tasty.,1,0,0.991703
"As for the service, I thought it was good.",1,0.4404,0.959342
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,0,-0.76526
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,0.4019,-0.644961
Nicest Chinese restaurant I've been in a while.,1,0.4939,0.819068
"Overall, I like there food and the service.",1,0.3612,0.904607
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,0,-0.523661
"Probably never coming back, and wouldn't recommend it.",0,-0.2755,-0.926254
"Friend's pasta -- also bad, he barely touched it.",0,-0.5423,-0.596599
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,0.4939,0.977312
I love the decor with the Chinese calligraphy wall paper.,1,0.6369,0.977626
Never had anything to complain about here.,1,-0.3612,-0.825986
The restaurant is very clean and has a family restaurant feel to it.,1,0.4576,0.963397
It was way over fried.,0,0,0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,-0.5316,-0.837074
"When I opened the sandwich, I was impressed, but not in a good way.",0,-0.2638,0.506468
Will not be back!,0,0,-0.69146
There was a warm feeling with the service and I felt like their guest for a special treat.,1,0.8519,0.99291
An extensive menu provides lots of options for breakfast.,1,0,0.829229
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,0,-0.305491
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,0,0
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,0.6808,0.988805
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,0.765,0.990461
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,0,0
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,0.5719,0.598656
We were sat right on time and our server from the get go was FANTASTIC!,1,0.6833,0.927288
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,-0.3875,-0.873615
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,0.4574,-0.832891
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,0,-0.865545
This is a GREAT place to eat!,1,0.729,0.984525
The jalapeno bacon is soooo good.,1,0.4404,0.961233
The service was poor and thats being nice.,0,-0.0772,-0.790169
"Food was good, service was good, Prices were good.",1,0.8271,0.987802
The place was not clean and the food oh so stale!,0,-0.3716,-0.969661
"The chicken dishes are OK, the beef is like shoe leather.",0,0.6633,0
But the service was beyond bad.,0,-0.5423,-0.908681
"I'm so happy to be here!!!""",1,0.7067,0.981778
Tasted like dirt.,0,0.0258,-0.523896
One of the few places in Phoenix that I would definately go back to again .,1,0,0.427559
The block was amazing.,1,0.2263,0.871525
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,0.4404,0.916581
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,0,0.392255
My sashimi was poor quality being soggy and tasteless.,0,-0.4767,-0.967697
Great time - family dinner on a Sunday night.,1,0.6249,0.924147
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,0,0
"What did bother me, was the slow service.",0,-0.34,-0.943264
The flair bartenders are absolutely amazing!,1,0.6581,0.995694
Their frozen margaritas are WAY too sugary for my taste.,0,0,0.525754
These were so good we ordered them twice.,1,0.5777,0.886884
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,-0.1027,-0.888832
My girlfriend's veal was very bad.,0,-0.5849,-0.96489
"Unfortunately, it was not good.",0,-0.5867,-0.983375
I had a pretty satifying experience.,1,0.4939,0.963555
Join the club and get awesome offers via email.,1,0.743,0.977633
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,0.7579,0.515526
Bland and flavorless is a good way of describing the barely tepid meat.,0,0.4404,-0.923479
"The chains, which I'm no fan of, beat this place easily.",0,0.3612,0.356526
The nachos are a MUST HAVE!,1,0,0.424264
We will not be coming back.,0,0,-0.636716
"I don't have very many words to say about this place, but it does everything pretty well.",1,0.7876,0.497629
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,0.6486,0.927788
"Great atmosphere, friendly and fast service.",1,0.8074,0.980445
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,-0.2732,0.58587
Once your food arrives it's meh.,0,-0.0772,-0.503765
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,0.6597,-0.80917
The classic Maine Lobster Roll was fantastic.,1,0.5574,0.989526
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,-0.5106,-0.868484
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,0.4927,0.761322
"The chips and salsa were really good, the salsa was very fresh.",1,0.699,0.99873
This place is great!!!!!!!!!!!!!!,1,0,0.989644
Mediocre food.,0,0,-2
Once you get inside you'll be impressed with the place.,1,0.4767,0.855205
I'm super pissd.,0,0.5994,0.801497
And service was super friendly.,1,0.7964,0.955495
Why are these sad little vegetables so overcooked?,0,-0.4767,-0.97917
This place was such a nice surprise!,1,0.636,0.985208
They were golden-crispy and delicious.,1,0.5719,0.965087
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,-0.296,-0.513616
I could eat their bruschetta all day it is devine.,1,0,0.834594
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,0.4466,0.538967
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,0.6369,0.947541
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,0.836,0.984073
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,0,-0.715066
The service was terrible though.,0,-0.4767,-0.961352
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,0,-0.927295
It was packed!!,0,0,0.605599
I love this place.,1,0.6369,0.988118
I can say that the desserts were yummy.,1,0.5267,0.951144
The food was terrible.,0,-0.4767,-0.952136
The seasonal fruit was fresh white peach puree.,1,0.3182,0.712008
It kept getting worse and worse so now I'm officially done.,0,-0.7351,-0.956616
This place should honestly be blown up.,0,0.4588,0
But I definitely would not eat here again.,0,0.4019,-0.868576
Do not waste your money here!,0,0.3867,-0.476809
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,0.7906,0.452066
The cr�pe was delicate and thin and moist.,1,0.0516,0.623641
Awful service.,0,-0.4588,-2
Won't ever go here again.,0,0,-0.883703
Food quality has been horrible.,0,-0.5423,-0.933826
For that price I can think of a few place I would have much rather gone.,0,0,-0.674715
The service here is fair at best.,0,0.7579,0.937312
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,0.3818,0.882875
Do yourself a favor and stay away from this dish.,0,0.4019,0
Very poor service.,0,-0.5256,-0.987502
No one at the table thought the food was above average or worth the wait that we had for it.,0,-0.0772,-0.809695
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,0.9082,0.992905
They were excellent.,1,0.5719,0.959762
I paid the bill but did not tip because I felt the server did a terrible job.,0,-0.631,-0.973532
Just had lunch here and had a great experience.,1,0.6249,0.966338
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,0.5423,-0.832839
Food is way overpriced and portions are fucking small.,0,0,-0.950839
I recently tried Caballero's and I have been back every week since!,1,0,-0.365079
